edital;tipoObjeto;modalidade;rito;finalidade;processo;centralDeCompras;dataDeAbertura;situacaoOferta;numeroLote;situacaoLote;numeroItem;itemDescricao;quantidade;unidadeMedida;valorUnitario;valorTotal;arrematante;arrematanteCNPJ;url;urlDocumentos;urlPropostas;dataHomologacao
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;1;Adjudicado;3;MÁSCARA DE PROTEÇÃO USO NÃO PROFISSIONAL - 100% ALGODÃO - ADULTO;94048;un;1.05;98750.4;LAMAISON ASSESSORIA EM SAÚDE E EDUCAÇÃO CONTINUADA EIRELI;1,14072E+13;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784827#proposalsTab;26/08/2020
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;2;Adjudicado;1;TAPETE - SANITIZANTE PVC RETANGULAR 10,00MM X 1.000MM X 700MM;326;un;91.4;29796.4;MARCELO J. GOMES - ME;2,45779E+13;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784828#proposalsTab;26/08/2020
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;3;Adjudicado;1;TERMÔMETRO CLINICO - DIGITAL LASER PORTÁTIL - INFRAVERMELHO;652;un;104.44;68094.88;BMH PRODUTOS MÉDICOS HOSPITALARES LTDA-EPP;2,73007E+13;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784829#proposalsTab;26/08/2020
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;4;Cancelado;1;PAPEL TOALHA ROLO FOLHA SIMPLES 20CM X 200M - MÍNIMA 28G/M2 BRANCO;9780;rl;;;;;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784830#proposalsTab;
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;4;Cancelado;2;DETERGENTE LAVA-LOUCA /05 **;39120;em;;;;;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784830#proposalsTab;
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;4;Cancelado;3;MULTIUSO LIMPADOR INSTANTANEO/500 *;9780;em;;;;;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784830#proposalsTab;
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;4;Cancelado;4;ÁGUA SANITÁRIA - CLORO ATIVO: 2,0% A 2,5% (P/P) EMBALAGEM COM 05 LITROS;7824;gl;;;;;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784830#proposalsTab;
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;4;Cancelado;5;ÁLCOOL - ETÍLICO 70 GRAUS INPM LÍQUIDO 1 LITRO;358116;un;;;;;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784830#proposalsTab;
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;5;Adjudicado;1;ÁLCOOL ETÍLICO 70% - ANTISSÉPTICO INSTANTÂNEO P/MÃOS - GEL - GALÃO 5L;13565;gl;29.79;404101.35;ALPHA HIGIENE E LIMPEZA LTDA;9,27689E+12;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784831#proposalsTab;26/08/2020
0501/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004392-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 14:30;Homologada;5;Adjudicado;2;ÁLCOOL ETILICO 70% - ANTISSÉPTICO INSTANTÂNEO P/MÃOS - GEL- 500 ML;2713;fr;18.2;49376.6;ALPHA HIGIENE E LIMPEZA LTDA;9,27689E+12;http://www.compras.rs.gov.br/editais/0501_2020/262442;http://www.compras.rs.gov.br/editais/0501_2020/262442#documentsTab;http://www.compras.rs.gov.br/editais/0501_2020/lote/784831#proposalsTab;26/08/2020
0640/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0074714-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 14:00;Homologada;1;Deserto (encerrado);1;CETAMINA 50MG/ML.;6230;ml;;;;;http://www.compras.rs.gov.br/editais/0640_2020/262666;http://www.compras.rs.gov.br/editais/0640_2020/262666#documentsTab;http://www.compras.rs.gov.br/editais/0640_2020/lote/787263#proposalsTab;17/06/2021
0640/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0074714-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 14:00;Homologada;2;Deserto (encerrado);1;CITRATO DE FENTANILA 0,05 MG/ML SOL INJ 10 ML;11580;am;;;;;http://www.compras.rs.gov.br/editais/0640_2020/262666;http://www.compras.rs.gov.br/editais/0640_2020/262666#documentsTab;http://www.compras.rs.gov.br/editais/0640_2020/lote/787264#proposalsTab;17/06/2021
0640/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0074714-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 14:00;Homologada;3;Deserto (encerrado);1;ETOMIDATO 2 MG/ML SOL INJ 10 ML;280;am;;;;;http://www.compras.rs.gov.br/editais/0640_2020/262666;http://www.compras.rs.gov.br/editais/0640_2020/262666#documentsTab;http://www.compras.rs.gov.br/editais/0640_2020/lote/787265#proposalsTab;17/06/2021
0640/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0074714-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 14:00;Homologada;4;Deserto (encerrado);1;CLORIDRATO DE DEXTROCETAMINA 50MG/ML SOL INJ 10ML;2425;fa;;;;;http://www.compras.rs.gov.br/editais/0640_2020/262666;http://www.compras.rs.gov.br/editais/0640_2020/262666#documentsTab;http://www.compras.rs.gov.br/editais/0640_2020/lote/787266#proposalsTab;17/06/2021
0640/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0074714-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 14:00;Homologada;5;Deserto (encerrado);1;PROPOFOL 10MG/ML INJ 100ML;48;fa;;;;;http://www.compras.rs.gov.br/editais/0640_2020/262666;http://www.compras.rs.gov.br/editais/0640_2020/262666#documentsTab;http://www.compras.rs.gov.br/editais/0640_2020/lote/787267#proposalsTab;17/06/2021
0643/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075136-9;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 10:00;Homologada;1;Deserto (encerrado);1;ATROPINA, SULFATO 0,25MG/ML INJ 1ML;443;un;;;;;http://www.compras.rs.gov.br/editais/0643_2020/262668;http://www.compras.rs.gov.br/editais/0643_2020/262668#documentsTab;http://www.compras.rs.gov.br/editais/0643_2020/lote/787275#proposalsTab;20/08/2020
0643/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075136-9;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 10:00;Homologada;2;Deserto (encerrado);1;SIMPATICOMIMÉTICO - HEMITARTARATO DE NOREPINEFRINA 2MG/ML - AMPOLA 4ML;11251;am;;;;;http://www.compras.rs.gov.br/editais/0643_2020/262668;http://www.compras.rs.gov.br/editais/0643_2020/262668#documentsTab;http://www.compras.rs.gov.br/editais/0643_2020/lote/787276#proposalsTab;20/08/2020
0643/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075136-9;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 10:00;Homologada;3;Deserto (encerrado);1;BROMETO DE ROCURÔNIO 10MG/ML - AMPOLA 5ML;5111;fa;;;;;http://www.compras.rs.gov.br/editais/0643_2020/262668;http://www.compras.rs.gov.br/editais/0643_2020/262668#documentsTab;http://www.compras.rs.gov.br/editais/0643_2020/lote/787277#proposalsTab;20/08/2020
0643/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075136-9;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 10:00;Homologada;4;Deserto (encerrado);1;SULFATO DE MORFINA 10 MG/ML - 1 ML.;5473;am;;;;;http://www.compras.rs.gov.br/editais/0643_2020/262668;http://www.compras.rs.gov.br/editais/0643_2020/262668#documentsTab;http://www.compras.rs.gov.br/editais/0643_2020/lote/787278#proposalsTab;20/08/2020
0643/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075136-9;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 10:01;Homologada;5;Adjudicado;1;DIAZEPAM 10 MG SOLUCAO INJETAVEL.;1190;ml;0.56;666.4;PROMEDI DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;2,78063E+13;http://www.compras.rs.gov.br/editais/0643_2020/262668;http://www.compras.rs.gov.br/editais/0643_2020/262668#documentsTab;http://www.compras.rs.gov.br/editais/0643_2020/lote/787279#proposalsTab;20/08/2020
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:31;Homologada;1;Adjudicado;1;MÁSCARA DE PROTEÇÃO NÃO PROFISSIONAL 100% ALGODÃO INFANTIL 02-06 ANOS 2 CAMADAS;18596;un;0.93;17294.28;A.R.S BRASIL INDUSTRIA E COMERCIO, DISTRIBUICAO DE ROUPAS E BRINDES LTDA;2,47954E+13;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784822#proposalsTab;11/09/2020
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:31;Homologada;1;Adjudicado;2;MÁSCARA DE PROTEÇÃO NÃO PROFISSIONAL 100% ALGODÃO - INFANTO-JUVENIL - 2 CAMADAS;111664;un;0.95;106080.8;A.R.S BRASIL INDUSTRIA E COMERCIO, DISTRIBUICAO DE ROUPAS E BRINDES LTDA;2,47954E+13;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784822#proposalsTab;11/09/2020
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:31;Homologada;1;Adjudicado;3;MÁSCARA DE PROTEÇÃO USO NÃO PROFISSIONAL - 100% ALGODÃO - ADULTO;78632;un;0.95;74700.4;A.R.S BRASIL INDUSTRIA E COMERCIO, DISTRIBUICAO DE ROUPAS E BRINDES LTDA;2,47954E+13;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784822#proposalsTab;11/09/2020
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:31;Homologada;2;Adjudicado;1;TAPETE - SANITIZANTE PVC RETANGULAR 10,00MM X 1.000MM X 700MM;360;un;91;32760;MARCELO J. GOMES - ME;2,45779E+13;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784823#proposalsTab;11/09/2020
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:31;Homologada;3;Adjudicado;1;TERMÔMETRO CLINICO - DIGITAL LASER PORTÁTIL - INFRAVERMELHO;720;un;105.8;76176;BMH PRODUTOS MÉDICOS HOSPITALARES LTDA-EPP;2,73007E+13;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784824#proposalsTab;11/09/2020
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:30;Homologada;4;Cancelado;1;PAPEL TOALHA ROLO FOLHA SIMPLES 20CM X 200M - MÍNIMA 28G/M2 BRANCO;10800;rl;;;;;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784825#proposalsTab;
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:30;Homologada;4;Cancelado;2;DETERGENTE LAVA-LOUCA /05 **;43200;em;;;;;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784825#proposalsTab;
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:30;Homologada;4;Cancelado;3;MULTIUSO LIMPADOR INSTANTANEO/500 *;10800;em;;;;;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784825#proposalsTab;
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:30;Homologada;4;Cancelado;4;ÁGUA SANITÁRIA - CLORO ATIVO: 2,0% A 2,5% (P/P) EMBALAGEM COM 05 LITROS;8640;gl;;;;;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784825#proposalsTab;
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:30;Homologada;4;Cancelado;5;ÁLCOOL - ETÍLICO 70 GRAUS INPM LÍQUIDO 1 LITRO;301488;un;;;;;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784825#proposalsTab;
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:31;Homologada;5;Adjudicado;1;ÁLCOOL ETÍLICO 70% - ANTISSÉPTICO INSTANTÂNEO P/MÃOS - GEL - GALÃO 5L;11420;gl;27.65;315763;ALPHA HIGIENE E LIMPEZA LTDA;9,27689E+12;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784826#proposalsTab;11/09/2020
0500/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004399-8;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:31;Homologada;5;Adjudicado;2;ÁLCOOL ETILICO 70% - ANTISSÉPTICO INSTANTÂNEO P/MÃOS - GEL- 500 ML;2284;fr;18.18;41523.12;ALPHA HIGIENE E LIMPEZA LTDA;9,27689E+12;http://www.compras.rs.gov.br/editais/0500_2020/262441;http://www.compras.rs.gov.br/editais/0500_2020/262441#documentsTab;http://www.compras.rs.gov.br/editais/0500_2020/lote/784826#proposalsTab;11/09/2020
0512/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0067555-7;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:34;Homologada;1;Não-adjudicado;1;KIT CAIXA TRANSPORTE AMOSTRAS BIOLÓGICAS 50L;100;un;;;;;http://www.compras.rs.gov.br/editais/0512_2020/262615;http://www.compras.rs.gov.br/editais/0512_2020/262615#documentsTab;http://www.compras.rs.gov.br/editais/0512_2020/lote/787070#proposalsTab;14/08/2020
0512/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0067555-7;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;12/08/2020 09:34;Homologada;2;Não-adjudicado;1;KIT CAIXA TRANSPORTE AMOSTRAS BIOLÓGICAS 21 L;2000;un;;;;;http://www.compras.rs.gov.br/editais/0512_2020/262615;http://www.compras.rs.gov.br/editais/0512_2020/262615#documentsTab;http://www.compras.rs.gov.br/editais/0512_2020/lote/787071#proposalsTab;14/08/2020
0642/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075134-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 09:00;Homologada;1;Deserto (encerrado);1;BESILATO DE ATRACÚRIO 10 MG/ML SOL INJ 2,5ML;12629;am;;;;;http://www.compras.rs.gov.br/editais/0642_2020/262638;http://www.compras.rs.gov.br/editais/0642_2020/262638#documentsTab;http://www.compras.rs.gov.br/editais/0642_2020/lote/787162#proposalsTab;17/06/2021
0642/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075134-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 09:00;Homologada;2;Deserto (encerrado);1;BESILATO DE ATRACÚRIO 10 MG/ML SOL INJ 5ML;6065;am;;;;;http://www.compras.rs.gov.br/editais/0642_2020/262638;http://www.compras.rs.gov.br/editais/0642_2020/262638#documentsTab;http://www.compras.rs.gov.br/editais/0642_2020/lote/787163#proposalsTab;17/06/2021
0642/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075134-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 09:00;Homologada;3;Deserto (encerrado);1;EPINEFRINA (ADRENALINA) 1MG/ML INJ.;524;ml;;;;;http://www.compras.rs.gov.br/editais/0642_2020/262638;http://www.compras.rs.gov.br/editais/0642_2020/262638#documentsTab;http://www.compras.rs.gov.br/editais/0642_2020/lote/787164#proposalsTab;17/06/2021
0642/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075134-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 09:00;Homologada;4;Deserto (encerrado);1;CLORIDRATO DE NALOXONA 0,4 MG/ML SOL INJ 1 ML;228;un;;;;;http://www.compras.rs.gov.br/editais/0642_2020/262638;http://www.compras.rs.gov.br/editais/0642_2020/262638#documentsTab;http://www.compras.rs.gov.br/editais/0642_2020/lote/787165#proposalsTab;17/06/2021
0642/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0075134-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;12/08/2020 09:00;Homologada;5;Deserto (encerrado);1;HALOPERIDOL 5 MG/ML SOL INJ 1 ML;115;am;;;;;http://www.compras.rs.gov.br/editais/0642_2020/262638;http://www.compras.rs.gov.br/editais/0642_2020/262638#documentsTab;http://www.compras.rs.gov.br/editais/0642_2020/lote/787166#proposalsTab;17/06/2021
0499/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004397-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/08/2020 14:42;Homologada;1;Adjudicado;1;MÁSCARA DE PROTEÇÃO NÃO PROFISSIONAL 100% ALGODÃO INFANTIL 02-06 ANOS 2 CAMADAS;18648;un;0.92;17156.16;SALTEX TÊXTIL EIRELI;2,26364E+13;http://www.compras.rs.gov.br/editais/0499_2020/262440;http://www.compras.rs.gov.br/editais/0499_2020/262440#documentsTab;http://www.compras.rs.gov.br/editais/0499_2020/lote/784817#proposalsTab;25/08/2020
0499/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004397-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/08/2020 14:42;Homologada;1;Adjudicado;2;MÁSCARA DE PROTEÇÃO NÃO PROFISSIONAL 100% ALGODÃO - INFANTO-JUVENIL - 2 CAMADAS;111968;un;0.93;104130.24;SALTEX TÊXTIL EIRELI;2,26364E+13;http://www.compras.rs.gov.br/editais/0499_2020/262440;http://www.compras.rs.gov.br/editais/0499_2020/262440#documentsTab;http://www.compras.rs.gov.br/editais/0499_2020/lote/784817#proposalsTab;25/08/2020
0499/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004397-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/08/2020 14:42;Homologada;1;Adjudicado;3;MÁSCARA DE PROTEÇÃO USO NÃO PROFISSIONAL - 100% ALGODÃO - ADULTO;80808;un;0.93;75151.44;SALTEX TÊXTIL EIRELI;2,26364E+13;http://www.compras.rs.gov.br/editais/0499_2020/262440;http://www.compras.rs.gov.br/editais/0499_2020/262440#documentsTab;http://www.compras.rs.gov.br/editais/0499_2020/lote/784817#proposalsTab;25/08/2020
0499/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004397-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/08/2020 14:42;Homologada;2;Adjudicado;1;TAPETE - SANITIZANTE PVC RETANGULAR 10,00MM X 1.000MM X 700MM;366;un;92.86;33986.76;ADRIANA JUNIA GODINHO;1,92482E+13;http://www.compras.rs.gov.br/editais/0499_2020/262440;http://www.compras.rs.gov.br/editais/0499_2020/262440#documentsTab;http://www.compras.rs.gov.br/editais/0499_2020/lote/784818#proposalsTab;25/08/2020
0499/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004397-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/08/2020 14:42;Homologada;3;Adjudicado;1;TERMÔMETRO CLINICO - DIGITAL LASER PORTÁTIL - INFRAVERMELHO;732;un;104.44;76450.08;BMH PRODUTOS MÉDICOS HOSPITALARES LTDA-EPP;2,73007E+13;http://www.compras.rs.gov.br/editais/0499_2020/262440;http://www.compras.rs.gov.br/editais/0499_2020/262440#documentsTab;http://www.compras.rs.gov.br/editais/0499_2020/lote/784819#proposalsTab;25/08/2020
0499/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0004397-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;11/08/2020 14:30;Homologada;4;Cancelado;1;PAPEL TOALHA ROLO FOLHA SIMPLES 20CM X 200M - MÍNIMA 28G/M2 BRANCO;10980;rl;;;;;http://www.compras.rs.gov.br/editais/0499_2020/262440;http://www.compras.rs.gov.br/editais/0499_2020/262440#documentsTab;http://www.compras.rs.gov.br/editais/0499_2020/lote/784820#proposalsTab;
